samAccountName,distinguishedName,displayName,userPrincipalName,enabled,lastLogonTimestamp,memberOf,description
lisa.wilson,"CN=Lisa Wilson,OU=InformationTechnology,DC=northwind,DC=local",Lisa Wilson,lisa.wilson@northwindmaterials.com,TRUE,134251140474813552,All-Employees;Information-Technology-All,Network Engineer - Information Technology
stephanie.foley,"CN=Stephanie Foley,OU=Engineering,DC=northwind,DC=local",Stephanie Foley,stephanie.foley@northwindmaterials.com,TRUE,134321139362994000,All-Employees;Engineering-All,DevOps Engineer - Engineering
tiffany.hatfield,"CN=Tiffany Hatfield,OU=SupplyChain,DC=northwind,DC=local",Tiffany Hatfield,tiffany.hatfield@northwindmaterials.com,TRUE,134307150873906704,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
albert.wagner,"CN=Albert Wagner,OU=HumanResources,DC=northwind,DC=local",Albert Wagner,albert.wagner@northwindmaterials.com,TRUE,134278891570090080,All-Employees;Human-Resources-All,HR Coordinator - Human Resources
plant-shared-campaign01,"CN=plant-shared-campaign01,OU=ServiceAccounts,DC=northwind,DC=local",plant-shared-campaign01,plant-shared-campaign01@northwindmaterials.com,TRUE,134306346549130192,Service-Accounts,Non-interactive service/CI account
kelsey.chapman,"CN=Kelsey Chapman,OU=Finance,DC=northwind,DC=local",Kelsey Chapman,kelsey.chapman@northwindmaterials.com,TRUE,134269829075113104,All-Employees;Finance-All,Financial Analyst - Finance
jessica.bird,"CN=Jessica Bird,OU=Finance,DC=northwind,DC=local",Jessica Bird,jessica.bird@northwindmaterials.com,TRUE,134318044708329888,All-Employees;Finance-All,Accountant - Finance
ctr.heather.goodman,"CN=Heather Goodman,OU=Contractors,DC=northwind,DC=local",Heather Goodman,heather.goodman@contractor.northwindmaterials.com,TRUE,134304180536044592,Contractors-All;All-Employees,Contractor - Staffing Partner B - vendor engagement
michael.ellis,"CN=Michael Ellis,OU=CustomerSuccess,DC=northwind,DC=local",Michael Ellis,michael.ellis@northwindmaterials.com,TRUE,134262776519756464,All-Employees;Customer-Success-All,Support Specialist - Customer Success
kendra.snyder,"CN=Kendra Snyder,OU=SupplyChain,DC=northwind,DC=local",Kendra Snyder,kendra.snyder@northwindmaterials.com,TRUE,134289925965522656,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
derek.chavez,"CN=Derek Chavez,OU=QualityAssurance,DC=northwind,DC=local",Derek Chavez,derek.chavez@northwindmaterials.com,TRUE,134267009332620336,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
heather.brewer,"CN=Heather Brewer,OU=QualityAssurance,DC=northwind,DC=local",Heather Brewer,heather.brewer@northwindmaterials.com,TRUE,134256503796540624,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
melissa.suarez,"CN=Melissa Suarez,OU=QualityAssurance,DC=northwind,DC=local",Melissa Suarez,melissa.suarez@northwindmaterials.com,TRUE,134306694443865216,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
larry.higgins,"CN=Larry Higgins,OU=QualityAssurance,DC=northwind,DC=local",Larry Higgins,larry.higgins@northwindmaterials.com,TRUE,134294080975446256,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
beth.butler,"CN=Beth Butler,OU=SupplyChain,DC=northwind,DC=local",Beth Butler,beth.butler@northwindmaterials.com,TRUE,134272380688272400,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
karen.lawrence,"CN=Karen Lawrence,OU=Operations,DC=northwind,DC=local",Karen Lawrence,karen.lawrence@northwindmaterials.com,TRUE,134258504051699424,All-Employees;Operations-All,Operations Analyst - Operations
lisa.hawkins,"CN=Lisa Hawkins,OU=SupplyChain,DC=northwind,DC=local",Lisa Hawkins,lisa.hawkins@northwindmaterials.com,TRUE,134307967866638448,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
ctr.rodney.moore,"CN=Rodney Moore,OU=Contractors,DC=northwind,DC=local",Rodney Moore,rodney.moore@contractor.northwindmaterials.com,TRUE,134325177992318976,Contractors-All;All-Employees,Contractor - Staffing Partner B - vendor engagement
rebecca.gardner,"CN=Rebecca Gardner,OU=SupplyChain,DC=northwind,DC=local",Rebecca Gardner,rebecca.gardner@northwindmaterials.com,TRUE,134320759202898544,All-Employees;Supply-Chain-All,"Manager, Supply Chain - Supply Chain"
peter.gamble,"CN=Peter Gamble,OU=Engineering,DC=northwind,DC=local",Peter Gamble,peter.gamble@northwindmaterials.com,TRUE,134322732804254976,All-Employees;Engineering-All,QA Engineer - Engineering
becky.edwards,"CN=Becky Edwards,OU=InformationTechnology,DC=northwind,DC=local",Becky Edwards,becky.edwards@northwindmaterials.com,TRUE,134308542799861952,All-Employees;Information-Technology-All,Systems Administrator - Information Technology
ctr.paul.ford,"CN=Paul Ford,OU=Contractors,DC=northwind,DC=local",Paul Ford,paul.ford@contractor.northwindmaterials.com,TRUE,134256778802623728,Contractors-All;All-Employees,Contractor - Staffing Partner B - vendor engagement
robert.brewer,"CN=Robert Brewer,OU=Engineering,DC=northwind,DC=local",Robert Brewer,robert.brewer@northwindmaterials.com,TRUE,134326688817734560,All-Employees;Engineering-All,Senior Software Engineer - Engineering
ctr.robert.crawford,"CN=Robert Crawford,OU=Contractors,DC=northwind,DC=local",Robert Crawford,robert.crawford@contractor.northwindmaterials.com,TRUE,134307962272753200,Contractors-All;All-Employees,Contractor - Staffing Partner B - vendor engagement
phillip.elliott,"CN=Phillip Elliott,OU=SupplyChain,DC=northwind,DC=local",Phillip Elliott,phillip.elliott@northwindmaterials.com,TRUE,134323059356434400,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
linda.wolfe,"CN=Linda Wolfe,OU=SupplyChain,DC=northwind,DC=local",Linda Wolfe,linda.wolfe@northwindmaterials.com,TRUE,134296689892148832,All-Employees;Supply-Chain-All,VP of Supply Chain - Supply Chain
paul.warren,"CN=Paul Warren,OU=SupplyChain,DC=northwind,DC=local",Paul Warren,paul.warren@northwindmaterials.com,TRUE,134271369017461712,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
alicia.bryant,"CN=Alicia Bryant,OU=SupplyChain,DC=northwind,DC=local",Alicia Bryant,alicia.bryant@northwindmaterials.com,TRUE,134255330637786544,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
kyle.ortiz,"CN=Kyle Ortiz,OU=Legal,DC=northwind,DC=local",Kyle Ortiz,kyle.ortiz@northwindmaterials.com,TRUE,134280908354358752,All-Employees;Legal-All,"Manager, Legal - Legal"
whitney.hill,"CN=Whitney Hill,OU=Engineering,DC=northwind,DC=local",Whitney Hill,whitney.hill@northwindmaterials.com,TRUE,134275745013081664,All-Employees;Engineering-All,Software Engineer - Engineering
andrea.stephens,"CN=Andrea Stephens,OU=Manufacturing,DC=northwind,DC=local",Andrea Stephens,andrea.stephens@northwindmaterials.com,TRUE,134290639938838448,All-Employees;Manufacturing-All,Line Supervisor - Manufacturing
logan.bailey,"CN=Logan Bailey,OU=SupplyChain,DC=northwind,DC=local",Logan Bailey,logan.bailey@northwindmaterials.com,TRUE,134291069987559568,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
william.cruz,"CN=William Cruz,OU=CustomerSuccess,DC=northwind,DC=local",William Cruz,william.cruz@northwindmaterials.com,TRUE,134271324029951936,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
alexandra.hayes,"CN=Alexandra Hayes,OU=Engineering,DC=northwind,DC=local",Alexandra Hayes,alexandra.hayes@northwindmaterials.com,TRUE,134291146018282624,All-Employees;Engineering-All,QA Engineer - Engineering
aaron.cruz,"CN=Aaron Cruz,OU=SupplyChain,DC=northwind,DC=local",Aaron Cruz,aaron.cruz@northwindmaterials.com,TRUE,134304825312059072,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
ctr.alexis.cervantes,"CN=Alexis Cervantes,OU=Contractors,DC=northwind,DC=local",Alexis Cervantes,alexis.cervantes@contractor.northwindmaterials.com,TRUE,134250767033056176,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
william.barnes,"CN=William Barnes,OU=HumanResources,DC=northwind,DC=local",William Barnes,william.barnes@northwindmaterials.com,TRUE,134312134936829600,All-Employees;Human-Resources-All,HR Generalist - Human Resources
tara.williams,"CN=Tara Williams,OU=SupplyChain,DC=northwind,DC=local",Tara Williams,tara.williams@northwindmaterials.com,FALSE,134293741149611104,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
jessica.anderson,"CN=Jessica Anderson,OU=SupplyChain,DC=northwind,DC=local",Jessica Anderson,jessica.anderson@northwindmaterials.com,TRUE,134255835271422480,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
brian.martinez,"CN=Brian Martinez,OU=Operations,DC=northwind,DC=local",Brian Martinez,brian.martinez@northwindmaterials.com,TRUE,134273337236803392,All-Employees;Operations-All,Logistics Coordinator - Operations
ashley.sweeney,"CN=Ashley Sweeney,OU=Legal,DC=northwind,DC=local",Ashley Sweeney,ashley.sweeney@northwindmaterials.com,TRUE,134287293570032112,All-Employees;Legal-All,Paralegal - Legal
julie.lane,"CN=Julie Lane,OU=CustomerSuccess,DC=northwind,DC=local",Julie Lane,julie.lane@northwindmaterials.com,TRUE,134253595555816960,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
lauren.haynes,"CN=Lauren Haynes,OU=CustomerSuccess,DC=northwind,DC=local",Lauren Haynes,lauren.haynes@northwindmaterials.com,TRUE,134259611534356400,All-Employees;Customer-Success-All,Support Specialist - Customer Success
gregory.maxwell,"CN=Gregory Maxwell,OU=HumanResources,DC=northwind,DC=local",Gregory Maxwell,gregory.maxwell@northwindmaterials.com,TRUE,134301218031022192,All-Employees;Human-Resources-All,Recruiter - Human Resources
stephen.carter,"CN=Stephen Carter,OU=QualityAssurance,DC=northwind,DC=local",Stephen Carter,stephen.carter@northwindmaterials.com,TRUE,134268772829986288,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
ruben.lopez5,"CN=Ruben Lopez,OU=Users,DC=northwind,DC=local",Ruben Lopez,ruben.lopez5@northwindmaterials.com,FALSE,134024058975473456,All-Employees,
jacob.travis,"CN=Jacob Travis,OU=Manufacturing,DC=northwind,DC=local",Jacob Travis,jacob.travis@northwindmaterials.com,TRUE,134326907136759872,All-Employees;Manufacturing-All;Plant-Ops-Leads,Machine Operator - Manufacturing
marie.davis,"CN=Marie Davis,OU=QualityAssurance,DC=northwind,DC=local",Marie Davis,marie.davis@northwindmaterials.com,TRUE,134292314544232176,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
anita.freeman,"CN=Anita Freeman,OU=HumanResources,DC=northwind,DC=local",Anita Freeman,anita.freeman@northwindmaterials.com,TRUE,134278835649145168,All-Employees;Human-Resources-All,Recruiter - Human Resources
brenda.hurst,"CN=Brenda Hurst,OU=Finance,DC=northwind,DC=local",Brenda Hurst,brenda.hurst@northwindmaterials.com,TRUE,134255102027159152,All-Employees;Finance-All,Director of Finance - Finance
lisa.villarreal,"CN=Lisa Villarreal,OU=Finance,DC=northwind,DC=local",Lisa Villarreal,lisa.villarreal@northwindmaterials.com,TRUE,134313310718270496,All-Employees;Finance-All,Accountant - Finance
jose.mills,"CN=Jose Mills,OU=Finance,DC=northwind,DC=local",Jose Mills,jose.mills@northwindmaterials.com,TRUE,134269556249684480,All-Employees;Finance-All,AP Specialist - Finance
svc-policy27,"CN=svc-policy27,OU=ServiceAccounts,DC=northwind,DC=local",svc-policy27,svc-policy27@northwindmaterials.com,TRUE,134311276548378416,Service-Accounts,Owned by IT Automation team
joshua.colon,"CN=Joshua Colon,OU=HumanResources,DC=northwind,DC=local",Joshua Colon,joshua.colon@northwindmaterials.com,TRUE,134275503365195840,All-Employees;Human-Resources-All,HR Generalist - Human Resources
carlos.baker,"CN=Carlos Baker,OU=Engineering,DC=northwind,DC=local",Carlos Baker,carlos.baker@northwindmaterials.com,TRUE,134292009984816608,All-Employees;Engineering-All,Senior Software Engineer - Engineering
james.sandoval,"CN=James Sandoval,OU=Finance,DC=northwind,DC=local",James Sandoval,james.sandoval@northwindmaterials.com,TRUE,134254169380635504,All-Employees;Finance-All,Financial Analyst - Finance
michelle.carroll,"CN=Michelle Carroll,OU=Legal,DC=northwind,DC=local",Michelle Carroll,michelle.carroll@northwindmaterials.com,TRUE,134264453572893680,All-Employees;Legal-All,Paralegal - Legal
jennifer.garcia,"CN=Jennifer Garcia,OU=QualityAssurance,DC=northwind,DC=local",Jennifer Garcia,jennifer.garcia@northwindmaterials.com,FALSE,134284744723204560,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
robert.mack,"CN=Robert Mack,OU=Operations,DC=northwind,DC=local",Robert Mack,robert.mack@northwindmaterials.com,TRUE,134279195392663712,All-Employees;Operations-All,Operations Analyst - Operations
kirk.morrison,"CN=Kirk Morrison,OU=SupplyChain,DC=northwind,DC=local",Kirk Morrison,kirk.morrison@northwindmaterials.com,TRUE,134312526154393888,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
stacy.fry,"CN=Stacy Fry,OU=SupplyChain,DC=northwind,DC=local",Stacy Fry,stacy.fry@northwindmaterials.com,TRUE,134293453304576528,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
joseph.wright,"CN=Joseph Wright,OU=CustomerSuccess,DC=northwind,DC=local",Joseph Wright,joseph.wright@northwindmaterials.com,TRUE,134302003576080480,All-Employees;Customer-Success-All,Support Specialist - Customer Success
joseph.clayton,"CN=Joseph Clayton,OU=Engineering,DC=northwind,DC=local",Joseph Clayton,joseph.clayton@northwindmaterials.com,TRUE,134316365771597456,All-Employees;Engineering-All,Software Engineer - Engineering
anna.torres,"CN=Anna Torres,OU=SupplyChain,DC=northwind,DC=local",Anna Torres,anna.torres@northwindmaterials.com,TRUE,134260367204862576,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
stacy.hopkins,"CN=Stacy Hopkins,OU=QualityAssurance,DC=northwind,DC=local",Stacy Hopkins,stacy.hopkins@northwindmaterials.com,TRUE,134319514339512080,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
christine.moore,"CN=Christine Moore,OU=Engineering,DC=northwind,DC=local",Christine Moore,christine.moore@northwindmaterials.com,FALSE,134250342937221760,All-Employees;Engineering-All,DevOps Engineer - Engineering
michael.lopez,"CN=Michael Lopez,OU=Manufacturing,DC=northwind,DC=local",Michael Lopez,michael.lopez@northwindmaterials.com,TRUE,134296744629588768,All-Employees;Manufacturing-All,Line Supervisor - Manufacturing
earl.anderson,"CN=Earl Anderson,OU=Engineering,DC=northwind,DC=local",Earl Anderson,earl.anderson@northwindmaterials.com,TRUE,134251046222633120,All-Employees;Engineering-All,"Manager, Engineering - Engineering"
jennifer.fuller,"CN=Jennifer Fuller,OU=SupplyChain,DC=northwind,DC=local",Jennifer Fuller,jennifer.fuller@northwindmaterials.com,TRUE,134263556446110400,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
maria.potter,"CN=Maria Potter,OU=CustomerSuccess,DC=northwind,DC=local",Maria Potter,maria.potter@northwindmaterials.com,FALSE,134305456492605808,All-Employees;Customer-Success-All,Support Specialist - Customer Success
robert.ramirez,"CN=Robert Ramirez,OU=SupplyChain,DC=northwind,DC=local",Robert Ramirez,robert.ramirez@northwindmaterials.com,TRUE,134260134397718704,All-Employees;Supply-Chain-All,"Manager, Supply Chain - Supply Chain"
tiffany.barrett,"CN=Tiffany Barrett,OU=SupplyChain,DC=northwind,DC=local",Tiffany Barrett,tiffany.barrett@northwindmaterials.com,TRUE,134306686397396208,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
ctr.daniel.cordova,"CN=Daniel Cordova,OU=Contractors,DC=northwind,DC=local",Daniel Cordova,daniel.cordova@contractor.northwindmaterials.com,TRUE,134281108624982992,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
plant-shared-best11,"CN=plant-shared-best11,OU=ServiceAccounts,DC=northwind,DC=local",plant-shared-best11,plant-shared-best11@northwindmaterials.com,TRUE,134310382503601440,Service-Accounts,Non-interactive service/CI account
john.bruce,"CN=John Bruce,OU=CustomerSuccess,DC=northwind,DC=local",John Bruce,john.bruce@northwindmaterials.com,TRUE,134252771543437168,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
jackson.mcclure,"CN=Jackson Mcclure,OU=Engineering,DC=northwind,DC=local",Jackson Mcclure,jackson.mcclure@northwindmaterials.com,TRUE,134297862463346848,All-Employees;Engineering-All,QA Engineer - Engineering
karen.lee,"CN=Karen Lee,OU=Finance,DC=northwind,DC=local",Karen Lee,karen.lee@northwindmaterials.com,TRUE,134308013844739856,All-Employees;Finance-All,Financial Analyst - Finance
sheila.fischer,"CN=Sheila Fischer,OU=InformationTechnology,DC=northwind,DC=local",Sheila Fischer,sheila.fischer@northwindmaterials.com,TRUE,134296128942884384,All-Employees;Information-Technology-All,Network Engineer - Information Technology
ctr.theresa.chaney,"CN=Theresa Chaney,OU=Contractors,DC=northwind,DC=local",Theresa Chaney,theresa.chaney@contractor.northwindmaterials.com,TRUE,134287136918792656,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
carrie.short,"CN=Carrie Short,OU=InformationTechnology,DC=northwind,DC=local",Carrie Short,carrie.short@northwindmaterials.com,TRUE,134320202030830304,All-Employees;Information-Technology-All,IT Support Specialist - Information Technology
josé.fernández,"CN=José Fernández,OU=SupplyChain,DC=northwind,DC=local",José Fernández,josé.fernández@northwindmaterials.com,TRUE,134288758437852528,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
james.wilkerson,"CN=James Wilkerson,OU=QualityAssurance,DC=northwind,DC=local",James Wilkerson,james.wilkerson@northwindmaterials.com,TRUE,134307770014510496,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
john.morris,"CN=John Morris,OU=Manufacturing,DC=northwind,DC=local",John Morris,john.morris@northwindmaterials.com,TRUE,134303301967525616,All-Employees;Manufacturing-All,Plant Technician - Manufacturing
ctr.elizabeth.green,"CN=Elizabeth Green,OU=Contractors,DC=northwind,DC=local",Elizabeth Green,elizabeth.green@contractor.northwindmaterials.com,TRUE,134314091497355120,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
karen.finley,"CN=Karen Finley,OU=Engineering,DC=northwind,DC=local",Karen Finley,karen.finley@northwindmaterials.com,TRUE,134284058805173296,All-Employees;Engineering-All,Software Engineer - Engineering
jacqueline.moody,"CN=Jacqueline Moody,OU=Finance,DC=northwind,DC=local",Jacqueline Moody,jacqueline.moody@northwindmaterials.com,TRUE,134287580742345856,All-Employees;Finance-All,AP Specialist - Finance
charles.soto,"CN=Charles Soto,OU=Finance,DC=northwind,DC=local",Charles Soto,charles.soto@northwindmaterials.com,TRUE,134300076178417344,All-Employees;Finance-All,Financial Analyst - Finance
scott.washington,"CN=Scott Washington,OU=Finance,DC=northwind,DC=local",Scott Washington,scott.washington@northwindmaterials.com,TRUE,134275286614921968,All-Employees;Finance-All,Accountant - Finance
lindsey.hines,"CN=Lindsey Hines,OU=QualityAssurance,DC=northwind,DC=local",Lindsey Hines,lindsey.hines@northwindmaterials.com,TRUE,134273008593449248,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
debra.alexander,"CN=Debra Alexander,OU=SupplyChain,DC=northwind,DC=local",Debra Alexander,debra.alexander@northwindmaterials.com,TRUE,134297444501771248,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
victor.bradley,"CN=Victor Bradley,OU=Finance,DC=northwind,DC=local",Victor Bradley,victor.bradley@northwindmaterials.com,TRUE,134287881594004976,All-Employees;Finance-All,AP Specialist - Finance
erica.green,"CN=Erica Green,OU=Manufacturing,DC=northwind,DC=local",Erica Green,erica.green@northwindmaterials.com,TRUE,134288866092643152,All-Employees;Manufacturing-All,Machine Operator - Manufacturing
andrew.edwards,"CN=Andrew Edwards,OU=QualityAssurance,DC=northwind,DC=local",Andrew Edwards,andrew.edwards@northwindmaterials.com,TRUE,134257127533795392,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
april.owen,"CN=April Owen,OU=InformationTechnology,DC=northwind,DC=local",April Owen,april.owen@northwindmaterials.com,TRUE,134259488157027856,All-Employees;Information-Technology-All,Systems Administrator - Information Technology
rebecca.ellis,"CN=Rebecca Ellis,OU=HumanResources,DC=northwind,DC=local",Rebecca Ellis,rebecca.ellis@northwindmaterials.com,TRUE,134289452105476976,All-Employees;Human-Resources-All,HR Generalist - Human Resources
jessica.rodriguez,"CN=Jessica Rodriguez,OU=Legal,DC=northwind,DC=local",Jessica Rodriguez,jessica.rodriguez@northwindmaterials.com,TRUE,134325726183695472,All-Employees;Legal-All,Paralegal - Legal
kyle.wright,"CN=Kyle Wright,OU=SupplyChain,DC=northwind,DC=local",Kyle Wright,kyle.wright@northwindmaterials.com,TRUE,134249962668130800,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
cole.hernandez,"CN=Cole Hernandez,OU=InformationTechnology,DC=northwind,DC=local",Cole Hernandez,cole.hernandez@northwindmaterials.com,TRUE,134292395923957984,All-Employees;Information-Technology-All,Systems Administrator - Information Technology
daniel.jones,"CN=Daniel Jones,OU=CustomerSuccess,DC=northwind,DC=local",Daniel Jones,daniel.jones@northwindmaterials.com,FALSE,134325487439547440,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
kelsey.johnson,"CN=Kelsey Johnson,OU=SupplyChain,DC=northwind,DC=local",Kelsey Johnson,kelsey.johnson@northwindmaterials.com,TRUE,134286426894688096,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
catherine.robertson,"CN=Catherine Robertson,OU=Engineering,DC=northwind,DC=local",Catherine Robertson,catherine.robertson@northwindmaterials.com,TRUE,134326180878025120,All-Employees;Engineering-All,Software Engineer - Engineering
george.daniel,"CN=George Daniel,OU=Legal,DC=northwind,DC=local",George Daniel,george.daniel@northwindmaterials.com,TRUE,134250260806538240,All-Employees;Legal-All,Director of Legal - Legal
tony.rivera,"CN=Tony Rivera,OU=Legal,DC=northwind,DC=local",Tony Rivera,tony.rivera@northwindmaterials.com,TRUE,134272940844196000,All-Employees;Legal-All,Compliance Analyst - Legal
yvonne.mendoza,"CN=Yvonne Mendoza,OU=CustomerSuccess,DC=northwind,DC=local",Yvonne Mendoza,yvonne.mendoza@northwindmaterials.com,TRUE,134261951725976224,All-Employees;Customer-Success-All,Support Specialist - Customer Success
richard.perez,"CN=Richard Perez,OU=SupplyChain,DC=northwind,DC=local",Richard Perez,richard.perez@northwindmaterials.com,TRUE,134256439481827920,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
chad.conrad,"CN=Chad Conrad,OU=QualityAssurance,DC=northwind,DC=local",Chad Conrad,chad.conrad@northwindmaterials.com,TRUE,134307702224573472,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
ctr.zachary.chandler,"CN=Zachary Chandler,OU=Contractors,DC=northwind,DC=local",Zachary Chandler,zachary.chandler@contractor.northwindmaterials.com,TRUE,134300160468591120,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
ctr.james.walton,"CN=James Walton,OU=Contractors,DC=northwind,DC=local",James Walton,james.walton@contractor.northwindmaterials.com,TRUE,134305937508589440,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
ivan.johnson,"CN=Ivan Johnson,OU=HumanResources,DC=northwind,DC=local",Ivan Johnson,ivan.johnson@northwindmaterials.com,TRUE,134312492415313040,All-Employees;Human-Resources-All,HR Coordinator - Human Resources
lisa.santiago,"CN=Lisa Santiago,OU=QualityAssurance,DC=northwind,DC=local",Lisa Santiago,lisa.santiago@northwindmaterials.com,TRUE,134270850363913840,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
brian.bell,"CN=Brian Bell,OU=SupplyChain,DC=northwind,DC=local",Brian Bell,brian.bell@northwindmaterials.com,TRUE,134313851821096704,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
whitney.green,"CN=Whitney Green,OU=SupplyChain,DC=northwind,DC=local",Whitney Green,whitney.green@northwindmaterials.com,TRUE,134316354260395712,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
sydney.floyd,"CN=Sydney Floyd,OU=Finance,DC=northwind,DC=local",Sydney Floyd,sydney.floyd@northwindmaterials.com,TRUE,134256032713729968,All-Employees;Finance-All,Accountant - Finance
thomas.pierce,"CN=Thomas Pierce,OU=CustomerSuccess,DC=northwind,DC=local",Thomas Pierce,thomas.pierce@northwindmaterials.com,TRUE,134299944941719696,All-Employees;Customer-Success-All,"Manager, Customer Success - Customer Success"
scott.thomas,"CN=Scott Thomas,OU=Engineering,DC=northwind,DC=local",Scott Thomas,scott.thomas@northwindmaterials.com,TRUE,134279068737282784,All-Employees;Engineering-All,Software Engineer - Engineering
jennifer.rios,"CN=Jennifer Rios,OU=InformationTechnology,DC=northwind,DC=local",Jennifer Rios,jennifer.rios@northwindmaterials.com,TRUE,134291061077991840,All-Employees;Information-Technology-All,Network Engineer - Information Technology
abigail.wilson,"CN=Abigail Wilson,OU=SupplyChain,DC=northwind,DC=local",Abigail Wilson,abigail.wilson@northwindmaterials.com,TRUE,134282815832695968,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
thomas.pearson,"CN=Thomas Pearson,OU=InformationTechnology,DC=northwind,DC=local",Thomas Pearson,thomas.pearson@northwindmaterials.com,TRUE,134251620831922384,All-Employees;Information-Technology-All,Systems Administrator - Information Technology
rodney.diaz,"CN=Rodney Diaz,OU=Finance,DC=northwind,DC=local",Rodney Diaz,rodney.diaz@northwindmaterials.com,TRUE,134270437861256224,All-Employees;Finance-All,Financial Analyst - Finance
laura.perez,"CN=Laura Perez,OU=Engineering,DC=northwind,DC=local",Laura Perez,laura.perez@northwindmaterials.com,TRUE,134254773012639328,All-Employees;Engineering-All,"Manager, Engineering - Engineering"
rachel.lee,"CN=Rachel Lee,OU=Engineering,DC=northwind,DC=local",Rachel Lee,rachel.lee@northwindmaterials.com,TRUE,134276526637256016,All-Employees;Engineering-All,Senior Software Engineer - Engineering
jeffrey.robinson,"CN=Jeffrey Robinson,OU=QualityAssurance,DC=northwind,DC=local",Jeffrey Robinson,jeffrey.robinson@northwindmaterials.com,FALSE,134255916863417072,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
melinda.martin,"CN=Melinda Martin,OU=CustomerSuccess,DC=northwind,DC=local",Melinda Martin,melinda.martin@northwindmaterials.com,TRUE,134278188220424592,All-Employees;Customer-Success-All,"Manager, Customer Success - Customer Success"
svc-manage13,"CN=svc-manage13,OU=ServiceAccounts,DC=northwind,DC=local",svc-manage13,svc-manage13@northwindmaterials.com,TRUE,134320663440300768,Service-Accounts,Non-interactive service/CI account
andrea.martinez,"CN=Andrea Martinez,OU=Engineering,DC=northwind,DC=local",Andrea Martinez,andrea.martinez@northwindmaterials.com,TRUE,134301902932394128,All-Employees;Engineering-All,Senior Software Engineer - Engineering
sabrina.ramirez,"CN=Sabrina Ramirez,OU=Engineering,DC=northwind,DC=local",Sabrina Ramirez,sabrina.ramirez@northwindmaterials.com,TRUE,134308053324969520,All-Employees;Engineering-All,Senior Software Engineer - Engineering
kevin.walker,"CN=Kevin Walker,OU=CustomerSuccess,DC=northwind,DC=local",Kevin Walker,kevin.walker@northwindmaterials.com,TRUE,134257776272024192,All-Employees;Customer-Success-All,Support Specialist - Customer Success
james.horton,"CN=James Horton,OU=Finance,DC=northwind,DC=local",James Horton,james.horton@northwindmaterials.com,TRUE,134272885637981888,All-Employees;Finance-All,Financial Analyst - Finance
